canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,type-int,useLv-int,userType-int
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Topi keras yang tahan lama ini membawa nasib baik kepada pemakainya, memberikan perlindungan tambahan dan meningkatkan peluang mereka untuk menemui harta berharga. Warna-warni yang cerah dan pembinaan yang tahan lama menjadikannya kegemaran di kalangan pemain yang suka berpetualang.
",0,item-icon-100,100,Seluar Pertanian Tingkat 1,"1,2,3",0,1,3,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Jaket bergaya ini sesuai untuk pengembaraan luar, memberikan kehangatan dan perlindungan daripada elemen. Bahan yang tahan lama dan reka bentuk yang praktikal menjadikannya aksesori wajib bagi setiap pengembara. Kekal selesa dan bergaya dengan Jaket Harvest ini.
",0,item-icon-101,101,Seluar Pertanian Tingkat 2,1,0,1,1,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Jaket tahan lama yang direka khas untuk petani, memberikan perlindungan daripada elemen dan kawasan yang kasar. Jahitan yang diperkuatkan dan kain yang tahan lama menjadikannya sesuai untuk kerja luar. Kekal selesa dan fokus pada tugas anda dengan pakaian yang boleh diandalkan ini.
",0,item-icon-102,102,Seluar Pertanian Tingkat 3,"1,2",0,1,2,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Jaket ini direka khas untuk orang yang bekerja dalam bidang pertanian. Ia mempunyai perlindungan, kelegaan, dan ketahanan, menjadikan kerja anda di ladang lebih selesa dan selamat.
",0,item-icon-103,103,Sarung Tangan Pertanian Tingkat 1,"1,2,3",0,1,3,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Seluar ini direka khas untuk petani, memberikan keselesaan dan ketahanan untuk bekerja berjam-jam di ladang. Diperbuat daripada bahan berkualiti tinggi, ia menawarkan perlindungan yang sangat baik daripada kotoran dan kotoran. Dengan reka bentuk praktikal dan keselesaan yang boleh disesuaikan, seluar ini adalah pilihan wajib bagi petani yang berdedikasi.
",0,item-icon-104,104,Sarung Tangan Pertanian Tingkat 2,1,0,1,1,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Seluar pertanian ini direka khas untuk kerja pertanian, dengan ciri-ciri seperti tahan air dan tahan abrasi, menjadikan kerja anda di ladang lebih selesa dan selamat.
",0,item-icon-105,105,Sarung Tangan Pertanian Tingkat 3,"1,2",0,1,2,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Pasangan seluar ini direka khas untuk pekerja pertanian, diperbuat daripada bahan berkualiti tinggi yang selesa dan tahan lama. Ia mempunyai fungsi seperti tahan air, tahan kotoran, dan tahan tusukan, melindungi badan dan pakaian pekerja. Selain itu, ia mempunyai banyak poket dan reka bentuk yang terperinci untuk memudahkan membawa alat dan meningkatkan kecekapan kerja.
",0,item-icon-106,106,Kasut Pertanian Tingkat 1,"1,2,3",0,1,3,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Sarung tangan ini sesuai untuk digunakan di ladang dan dapat melindungi tangan daripada duri, kotoran, dan objek tajam lain. Ia juga mempunyai fungsi anti-selip, menjadikan anda lebih stabil di tanah basah.
",0,item-icon-107,107,Kasut Pertanian Tingkat 2,1,0,1,1,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Sarung tangan ini direka khas untuk tugas pertanian, memberikan cengkaman yang sangat baik dan perlindungan daripada duri dan permukaan kasar. Ia diperbuat daripada bahan tahan lama untuk menahan kerja berjam-jam di ladang. Dengan sarung tangan ini, anda dapat menangani apa jua tugas pertanian dengan mudah dan selesa.
",0,item-icon-108,108,Kasut Pertanian Tingkat 3,"1,2",0,1,2,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buat tanaman anda kurang rentan kepada layu.
-------
Sarung tangan ini direka khas untuk kerja pertanian, memberikan cengkaman yang selesa dan perlindungan untuk membantu petani menyelesaikan pelbagai aktiviti pertanian.
",0,item-icon-109,109,Kasut Pengumpulan Tingkat 1,"1,2,3",0,1,3,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Meningkatkan peluang menjumpai sumber daya tahap yang lebih tinggi
-------
Kasut pengumpulan ini direka khas untuk pengumpulan. Memakainya dapat membuat anda lebih lincah ketika berjalan di hutan dan dengan mudah mengumpulkan sumber daya yang anda perlukan.
",0,item-icon-113,113,Topi Pengumpulan Tingkat 2,1,0,1,1,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Meningkatkan peluang menjumpai sumber daya tahap yang lebih tinggi
-------
Kasut pengumpulan ini direka khas untuk pengumpulan. Ia dapat membantu anda mengumpulkan sumber daya dengan lebih cepat dan efisien, menjadikan perjalanan pengumpulan anda lebih lancar.
",0,item-icon-114,114,Topi Pengumpulan Tingkat 3,"1,2",0,1,2,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Meningkatkan peluang jatuhnya sumber daya tahap yang lebih tinggi
-------
Kasut ini direka khusus untuk pengumpul yang bersemangat, memberikan kecekapan dan keselesaan semasa ekspedisi yang panjang. Dengan konstruksi yang tahan lama tetapi ringan, ia membolehkan pemain melintasi pelbagai medan dengan mudah dan mengumpulkan sumber daya dengan mudah. Kasut ini juga mempunyai cengkaman khas yang memastikan kestabilan, mencegah tergelincir dan jatuh walaupun dalam persekitaran yang berbahaya.
",0,item-icon-115,115,Baju Pengumpulan Tingkat 1,"1,2,3",0,1,3,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut.

-------
Formula ini dapat meningkatkan pertumbuhan tanaman anda, memastikan hasil yang melimpah dalam masa yang singkat. Tingkatkan kecekapan pertanian anda dan saksikan tanaman anda berkembang dengan subur dengan baja yang kuat ini.
",98,item-icon-128,128,Pemupukan Peningkatan Hasil Lanjutan Tingkat 0,1,0,3,0,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia dapat memicu kesan khas.

-------
Baja untuk meningkatkan hasil tanaman adalah bahan habis pakai yang direka khas untuk pengeluaran pertanian pada tahap LV0 dan ke atas. Ia dapat menyediakan nutrien yang mencukupi untuk tanaman, menggalakkan pertumbuhan dan perkembangan mereka, dan meningkatkan hasil dan kualiti mereka.
",98,item-icon-129,129,Pemupukan Pelembap Lanjutan Tingkat 0,1,0,3,0,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia dapat memicu kesan khas.

-------
Formula yang kaya dengan nutrien ini memberi makan tanaman dengan mendalam, menggalakkan pertumbuhan yang sihat dan bunga yang berwarna-warni. Ia meningkatkan pengekalan kelembapan tanah, memastikan tanaman kekal terhidrasi untuk jangka masa yang lebih lama. Tingkatkan kehidupan taman anda dengan baja penting ini.
",98,item-icon-130,130,Potion Penyembuhan Sekunder Tingkat 0,1,0,3,0,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini boleh digunakan semasa pertempuran dan memberikan kesan penyembuhan yang kecil.
",0,item-icon-134,134,Potion Kehidupan Sekunder Tingkat 0,1,0,3,1,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini dapat meningkatkan kekuatan serangan anda.
",0,item-icon-135,135,Potion Pertahanan Sekunder Tingkat 0,1,0,3,1,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini meningkatkan kecekapan anda, membolehkan anda bergerak dengan cepat dan mengelak serangan dengan mudah. Ia memberikan lonjakan kelajuan sementara, menjadikan anda kuat di medan perang. Gunakannya secara strategik untuk mengalahkan lawan anda dan mendapatkan kelebihan dalam pertempuran.
",0,item-icon-136,136,Potion Rawatan Tingkat 1,1,0,3,1,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini meningkatkan peluang serangan kritikal anda, membolehkan anda memberikan pukulan yang dahsyat kepada musuh anda. Ia adalah keperluan untuk mana-mana pemain yang ingin memaksimumkan output kerosakan mereka. Gunakannya dengan bijak dan saksikan musuh anda hancur di hadapan anda.
",0,item-icon-137,137,Potion Serangan Tingkat 1,1,0,3,1,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini adalah penyelamat dalam permainan, memberikan peningkatan yang sangat diperlukan kepada kesihatan watak anda. Ia dengan serta-merta mengembalikan jumlah HP yang signifikan, membolehkan anda meneruskan pengembaraan anda tanpa gangguan. Dengan warna yang mencolok dan rasa yang menyegarkan, ia adalah ubat yang sempurna untuk situasi yang genting.
",0,item-icon-138,138,Potion Kelajuan Tingkat 1,1,0,3,1,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini dapat memberikan kesan pertahanan sementara, sesuai untuk situasi kecemasan dalam pertempuran.
",0,item-icon-139,139,Potion Serangan Kritikal Tingkat 1,1,0,3,1,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Ini adalah jenis biji yang boleh ditanam untuk menanam buluh, yang sesuai untuk digunakan dalam bidang pertanian.
",97,item-icon-146,146,Biji Kapas Tingkat 2,1,0,3,1,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji trifolium adalah bahan pertanian yang digunakan untuk menanam trifolium dan sesuai untuk digunakan di tanah gred rendah. Ia boleh tumbuh dengan cepat dan menghasilkan nilai pemakanan yang kaya dalam persekitaran yang sesuai.
",97,item-icon-147,147,Biji Kaktus Tingkat 2,1,0,3,1,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Jenis biji lobak merah ini boleh digunakan untuk menanam lobak yang segar dan lazat. Ia sesuai untuk digunakan dalam taman rumah atau ladang kecil dan boleh ditanam pada musim bunga dan musim luruh. Lobak yang tumbuh dari biji ini adalah lazat dan berkhasiat.
",97,item-icon-148,148,Biji Cili Pedas Meletup Tingkat 3,1,0,3,1,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji pitcher plant adalah bahan pertanian yang boleh digunakan untuk menanam pitcher plant. Tumbuhan ini adalah tumbuhan pemakan daging yang boleh menyerap nutrien dari serangga. Selepas menanam, sinaran matahari dan air yang mencukupi diperlukan untuk pertumbuhan yang lancar.
",97,item-icon-149,149,Biji Buah Keras Berkulit Keras Tingkat 3,1,0,3,2,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Jenis biji kapas ini boleh ditanam di ladang dan dituai untuk digunakan dalam pengeluaran tekstil.
",97,item-icon-150,150,Biji Cendawan Biru Tingkat 3,1,0,3,2,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji ini mempunyai potensi untuk tumbuh menjadi tumbuhan yang berduri dan tahan lama. Ia menjanjikan keindahan padang pasir di taman anda. Tanamkan dan saksikan keajaiban alam terbuka.
",97,item-icon-151,151,Talismen Tingkat 0,1,0,3,2,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji ini sesuai untuk ditanam di persekitaran yang panas, ia tumbuh dengan cepat dan berkualiti tinggi. Rasanya sangat pedas, yang dapat menambahkan rasa unik pada makanan, menjadikannya pilihan terbaik untuk peminat cili.
",97,item-icon-152,152,Talismen NFT #1 Tingkat 0,1,0,3,3,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji yang kuat dan tahan lama ini mempunyai kulit luar yang kuat, sempurna untuk perlindungan dan keabadian. Sifatnya yang kukuh memastikan ia dapat bertahan dalam keadaan yang keras dan berkembang dengan baik dalam apa jua persekitaran. Biji ini adalah simbol ketahanan dan kekuatan.
",97,item-icon-153,153,Talismen NFT #2 Tingkat 0,1,0,3,3,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama boleh menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji ini menjanjikan cendawan biru yang bertenaga, siap untuk memberikan sentuhan warna pada taman anda. Tanamkan dan saksikan ia tumbuh menjadi kulat yang mempesonakan yang akan memikat indera anda.
",97,item-icon-154,154,Talismen NFT #4 Tingkat 0,1,0,3,3,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia dapat memicu kesan khas.

-------
Baja yang kuat ini meningkatkan pertumbuhan tanaman dan hasil, membolehkan tanaman berkembang dengan pesat. Ia menyediakan nutrien penting dan menggalakkan perkembangan akar yang kuat, menghasilkan hasil yang lebih sihat dan melimpah. Alami pertumbuhan yang dipercepat seperti tidak pernah sebelumnya dengan formula canggih ini.
",98,item-icon-131,131,Potion Serangan Sekunder Tingkat 0,1,0,3,0,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia dapat memicu kesan khas.

-------
Baja yang kuat ini secara signifikan meningkatkan hasil tanaman, menghasilkan hasil yang melimpah. Ia meningkatkan pertumbuhan tanaman dan memaksimumkan penyerapan nutrien, memastikan tanaman yang lebih sihat dan lebih kuat. Dengan baja canggih ini, petani dapat mengharapkan peningkatan yang mengagumkan dalam produktiviti pertanian mereka.",98,item-icon-132,132,Potion Kelajuan Gerakan Sekunder Tingkat 0,1,0,3,0,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pupuk ini diformulasikan khas untuk memberikan hidrasi dan pemakanan yang mendalam kepada tumbuhan, menghasilkan pertumbuhan yang lebih sihat dan bertenaga. Formula canggihnya memastikan pengekalan kelembapan yang optimum dalam tanah, menggalakkan akar yang kuat dan daun yang subur. Berikan tumbuhan anda suntikan hidrasi yang terbaik dengan pupuk pelembap yang canggih ini.
",98,item-icon-133,133,Potion Serangan Kritikal Sekunder Tingkat 0,1,0,3,0,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini dapat digunakan dalam pertempuran, dan ia dapat menyembuhkan luka anda.
",0,item-icon-140,140,Potion Kehidupan Tingkat 1,1,0,3,2,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini meningkatkan kemampuan pertempuran anda, meningkatkan kekuatan serangan anda untuk jangka masa terhad. Ia adalah keperluan untuk sesiapa yang ingin memberikan pukulan dahsyat kepada musuh mereka. Gunakannya dengan bijak dan saksikan musuh anda gemetar di hadapan anda.
",0,item-icon-141,141,Potion Pertahanan Tingkat 1,1,0,3,2,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini meningkatkan kelajuan anda, membolehkan anda bergerak dengan cepat dan mengelak serangan dengan mudah. Ia adalah keperluan untuk sesiapa yang ingin mendapatkan kelebihan dalam pertempuran.
",0,item-icon-142,142,Biji Buluh Tingkat 1,1,0,3,2,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini meningkatkan kemampuan pertempuran anda, meningkatkan peluang serangan kritikal anda, membolehkan anda memberikan kerosakan yang besar dalam pertempuran. Dengan ramuan ini, kemenangan ada di genggaman anda.
",0,item-icon-143,143,Biji Trifolium Tingkat 1,1,0,3,2,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Ramuan ini dapat mengembalikan jumlah HP anda. Ia berfungsi lebih baik apabila digunakan semasa pertempuran.
",0,item-icon-144,144,Biji Lobak Tingkat 1,1,0,3,2,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Sejenis eliksir yang kuat yang meningkatkan keupayaan pertahanan anda, memberikan perisai sementara terhadap serangan musuh. Ramuan ini meningkatkan pertahanan dan ketahanan anda, membolehkan anda bertahan dalam pertempuran yang paling mencabar. Gunakannya dengan bijak untuk membalikkan keadaan dan keluar sebagai pemenang.
",0,item-icon-145,145,Biji Pigmy Sundew Tingkat 2,1,0,3,2,1
